nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.166672037149109	2.962281664409244e-08	1.9992176711281257e-07	0.16580508989952328	1.0511322035000602e-09	7.0939981878740235e-09	2.188298963331931e-09	0.165850455874154	1.0511322035000602e-09	7.0939981878740235e-09	2.188298963331931e-09	2.3872353670467625e-09
1	0.2685991294654778	1.583214599120125	0.23725857684411306	0.2840898447993653	1.57946294277925	0.23106327262163087	-0.0014206235292645586	0.2803897954289216	1.579732015798652	0.23452693444101003	-0.0012814853424291813	-0.005522540005126818
2	0.08792341206311186	2.6385799434742276	0.5138614445890569	0.08792059166030461	2.644879084523949	0.5138389359482382	-0.006156664407357766	0.0819075134591859	2.676358450658114	0.6165038411801244	-0.07389749996270518	-0.1233081025689551
3	0.059566000939416365	3.270823099297176	0.6046821920590687	0.05972816429144727	3.2297900352666877	0.6018823198044596	0.033693382266710994	0.05766584191475546	3.2082672718566188	0.6502856539623969	0.07073984109777978	-0.036824926266955944
4	0.04213959688315646	3.7249000470872478	0.6538250390061137	0.04226682552464144	3.678463363179761	0.6504874444186419	0.03524644405500367	0.04086052598128783	3.6545928796313767	0.70029737361088	0.07235776315188758	-0.03471248817164946
5	0.030207129331375752	4.070924378834169	0.6812439387876591	0.030256941690357357	4.034965939926437	0.6793330571438068	0.026282330448115943	0.02926182835356479	4.0173638162066245	0.7312229339604804	0.05281689615175585	-0.033805380231603496
6	0.02174429817631403	4.345563971738411	0.6961165828003544	0.021754092889163294	4.326273831051257	0.6955804725431113	0.013839969110741632	0.021015114488941375	4.31665133944884	0.7513391329392487	0.02827313831436766	-0.03525683662176528
7	0.01566616886542424	4.570082543085716	0.7032847064152725	0.0156661800296556	4.56932616463933	0.7032838646550074	0.0005377573317048235	0.01509759263690605	4.568934114520328	0.7645004032931019	0.0011415151503598522	-0.038833517594034195
8	0.01128222343562954	4.75778364785732	0.7055324459618765	0.011286304067352565	4.775347461757044	0.7050952823842713	-0.012435770301431866	0.010840450304335256	4.7858434380311445	0.7728333823719143	-0.0285950982419706	-0.044284938648730114
9	0.00811756842729979	4.917487912167553	0.7045589275022915	0.008129151382897515	4.952168863495956	0.7028451388180855	-0.024522414865131757	0.007777171325045608	4.97569572653901	0.7776277653125191	-0.06158845887962061	-0.05150405791368304
10	0.00583441080328044	5.055314020504808	0.7014456494275677	0.005852211847875202	5.105499696114283	0.6978221101823973	-0.035497770842955204	0.005574813482551564	5.1446193613690605	0.7795703308797943	-0.09871023265116387	-0.06042014406580619
11	0.00418908859168411	5.1756624186899725	0.6969029084811389	0.004210449696807542	5.239644979179927	0.6909362485095312	-0.04532163025628223	0.003993492411000961	5.297214509046339	0.7788466919501996	-0.1407807537636938	-0.07087388604892671
12	0.0030049512744020706	5.281792719129931	0.6914086064540307	0.0030273768523806097	5.357928979153794	0.6828277809146075	-0.054048628093903484	0.002859754382720929	5.436912136803583	0.7751890262039017	-0.1881829311049983	-0.08244579051804167
13	0.0021538109478518954	5.3761797367776385	0.6852903320269894	0.0021754803147777347	5.4629606354922124	0.6739451508669086	-0.06177364455435994	0.002048113150038661	5.566101214598373	0.7679227350770088	-0.24019598520065724	-0.09422288307255618
14	0.0015427317463386056	5.460742099484365	0.6787757783365806	0.001562532767674653	5.556810364583509	0.6646021858852881	-0.06860002693474315	0.001467816445004042	5.686068683323286	0.7561833771070523	-0.294150293307692	-0.10467483135364547
15	0.0011044477146491983	5.536994101971284	0.6720247035597403	0.0011218347542642402	5.641133978433664	0.6550198301511897	-0.07462258027662051	0.001053213616226688	5.7970002788776815	0.7395037235735397	-0.3453880467461376	-0.11208138414001405
16	0.000790364699915024	5.606149536129651	0.6651497531834747	0.0008051847235015277	5.717262895057335	0.6453563121938424	-0.07991964571795485	0.0007568633712772528	5.898423765506951	0.7184410864860247	-0.38910610849787214	-0.11550705211861896
17	0.0005654429249111548	5.669194490889176	0.6582303592213984	0.0005777861759905076	5.786271884978978	0.6357286937707589	-0.08455063864765001	0.0005446922570967706	5.990004018347244	0.694494814737402	-0.4228225852922693	-0.11532710415494614
18	0.00040445975190191185	5.726939536545341	0.6513222220114516	0.00041454950063925987	5.849031937446823	0.6262278398102805	-0.08855717660073305	0.0003924514810220905	6.072052151330969	0.6693629132351612	-0.44698324068629064	-0.11274162280977373
19	0.0002892869276377019	5.780057874943681	0.6444639051691714	0.00029740555628754586	5.906254178299864	0.6169278781691185	-0.09196727139088669	0.0002829789683461157	6.145461337182963	0.6443424373162757	-0.46374134728002847	-0.10900936291144897
20	0.00020691233012407018	5.8291137267262965	0.6376815019318781	0.00021335563633655924	5.9585293833730155	0.6078904490715946	-0.09480258889692403	0.00020412700581645985	6.211472131723589	0.6201503322652523	-0.47566892094719904	-0.10506181789860626
21	0.00014800651418835761	5.874583793577589	0.630991986612806	0.00015305771343127012	6.006364722599607	0.5991641559877131	-0.09708783049133705	0.00014726951138976566	6.2714626691216155	0.5969765181910265	-0.4850041750096283	-0.10143392309234171
22	0.00010588661525116575	5.916873721222805	0.6244056526934727	0.00010980292076580127	6.050214721660344	0.5907811018361243	-0.09885909362505314	0.000106253442418459	6.326740995767775	0.5746133267450019	-0.4932325831786168	-0.09828927570659662
23	7.57691352220148e-05	5.956330895056013	0.6179279055669405	7.877577114529953e-05	6.090500693260953	0.5827540687793727	-0.10016706806063363	7.667652087797294e-05	6.378257836522978	0.5525785536220613	-0.5005547957137796	-0.09537167100472835
24	5.4232117569816606e-05	5.993254505673384	0.6115605922113231	5.652061943041025e-05	6.127616314252514	0.5750773562786898	-0.10107354411779865	5.537602288531787e-05	6.425015130009072	0.5312277627716144	-0.504396801591449	-0.09198381266261453
25	3.882868519065298e-05	6.02790355444122	0.6053029939571605	4.0557837706701924e-05	6.16192388583242	0.5677313554330655	-0.10164397797222186	3.4542314845727135e-05	6.682952977877878	0.314039011181429	-0.566376486755848	-0.04917296437217741
26	2.7809737304230474e-05	6.0605032852975285	0.5991525711123006	2.9108236133915715e-05	6.1937487506471305	0.5606885493615633	-0.10194039121672212	2.2785939207193442e-05	6.728330107911607	0.3112269465063454	-0.5897732557222009	-0.05179908881741535
27	1.992520892363919e-05	6.091250400305372	0.593105522842814	2.0895349004158536e-05	6.223376649599364	0.5539186611766783	-0.10201705508807643	8.837227289085748e-06	6.826010119485377	0.31575911823794794	-0.6316314068451547	-0.06276534037141296
28	1.4281774287756943e-05	6.120317325147883	0.5871572082572317	1.5003550973415748e-05	6.251054816474377	0.547392028123946	-0.10191903590861395	8.41278895835826e-06	6.827298185454679	0.3053694562972635	-0.6188704044091407	-0.05697124615527078
29	1.024104364194027e-05	6.147855725050336	0.5813024623967128	1.0776187253643113e-05	6.276995543476129	0.5410813602768735	-0.10168258473911482	8.427556190888748e-06	6.783825029374382	0.3091778904189171	-0.5743659819129522	-0.05166523104400583
30	7.346774917031672e-06	6.173999423752871	0.575535832199581	7.74241443798323e-06	6.301380739193274	0.5349624138718094	-0.10133635917843113	6.1699125961989794e-06	6.794687821233566	0.3076949274130686	-0.5607737870167172	-0.05026446121571645
31	5.272854862828256e-06	6.198866842872729	0.5698517513006321	5.564665730075017e-06	6.32436650212365	0.5290140610422939	-0.10090283914201019	4.804205040799246e-06	6.774489063647316	0.3244933992943169	-0.5339783211078386	-0.05287028518365148
32	3.7861354650035222e-06	6.222563052716389	0.5642446678807574	4.000858941213576e-06	6.345444334013632	0.5241187357364043	-0.10179443130338649	3.1498250238333908e-06	6.8326103554384785	0.29289965174685606	-0.5399964940027294	-0.044603009643778016
33	2.7198888847693e-06	6.245181505834375	0.5587091367140413	2.877186838675172e-06	6.365158571162216	0.5192041720447983	-0.10184147563875853	2.5194789245009242e-06	6.800220440977618	0.31442056794362117	-0.5076780599214319	-0.0479945069434216
34	1.954848908129591e-06	6.2668055096294175	0.553239883744276	2.0688881598482795e-06	6.3849943361460415	0.5110493926778652	-0.0943114191910993	1.871353722754863e-06	6.795402643421869	0.3222073787449517	-0.4903029511793405	-0.04848291489740774
35	1.4056708296563825e-06	6.287509482719646	0.5478318500043081	1.4894017759004994e-06	6.403051616764001	0.5064947226717011	-0.09518921403046927	1.360897499107475e-06	6.804456827643414	0.3179083332614269	-0.4766975035096976	-0.04631083640368522
36	1.0112604603220837e-06	6.307360030999032	0.5424802198761013	1.0732137714692247e-06	6.419056374271288	0.5033291728704508	-0.09671462102176212	9.688289452879122e-07	6.829405564841415	0.2986414055245486	-0.466221359548274	-0.04096299923741031
37	7.278656497988666e-07	6.326416872464997	0.537180438248504	7.721407127666502e-07	6.432820111324756	0.501098685840994	-0.10108636074871814	7.179568893351245e-07	6.824077328408166	0.3054273497746253	-0.4507339902316162	-0.04145235999514989
38	5.241401924940076e-07	6.344733634223497	0.5319282192730107	5.557836538052009e-07	6.452948728255327	0.4870930851056494	-0.08184883689251042	5.181171934691314e-07	6.8390597496233605	0.29309685004057684	-0.4389319927008559	-0.03790662554316257
39	3.776160751616528e-07	6.362358541132901	0.5267195501066715	4.0048803559412836e-07	6.465705900692863	0.48035605373173995	-0.07028467783432407	3.832541122689149e-07	6.832333355610452	0.3013448888732639	-0.42560565492997743	-0.03880607972647706
40	2.721814694981184e-07	6.379335012122985	0.5215506906994573	2.8880953803244885e-07	6.4789521100171035	0.473946768909575	-0.062133760023223794	2.7817590763060994e-07	6.842584751343005	0.29197745670078157	-0.41397990339297497	-0.03615442627718764
41	1.9627710700238974e-07	6.39570217705527	0.5164181739823813	2.08408196929498e-07	6.490452270427102	0.46857048604615914	-0.05473869369952239	2.0463322068206852e-07	6.8381104143300595	0.29815568619539606	-0.4031060887154084	-0.036680024746057825
42	1.4160591812131807e-07	6.411495325751638	0.5113188021347121	1.5028730095046314e-07	6.497300954934789	0.4747515694078348	-0.08033082798411617	1.491205890643913e-07	6.844261177505935	0.2916262719658352	-0.3921988541005917	-0.034814011389846196
43	1.022094914743295e-07	6.426746298330208	0.5062496483868579	1.0841879935673927e-07	6.509908870952729	0.464614225425087	-0.0632113910849341	1.0937904353673343e-07	6.840392047764169	0.2970627658749492	-0.3833250063306439	-0.03520390938838497
44	7.380679055511178e-08	6.441483824549474	0.5012080574632806	7.863117630954282e-08	6.515948330786911	0.47529422829251317	-0.09875125200574936	7.997949531766675e-08	6.841334555127606	0.2953725115397455	-0.3739808783390202	-0.03433053861534247
45	5.3320438708964483e-08	6.455733819611684	0.4961916495939945	5.692855917000816e-08	6.5224301510489395	0.4711684602033131	-0.0879698931761681	5.8495403808559514e-08	6.837548814466639	0.3009101397764419	-0.36727448090020703	-0.03460504457958087
46	3.853721137233558e-08	6.469519642376085	0.491198328879345	4.092618469570801e-08	6.547462082395742	0.4597593320978011	-0.09544387936541784	4.286211403277307e-08	6.836362921326572	0.2986251698886858	-0.3584309550588956	-0.033597555821506836
47	2.7864597221624687e-08	6.482862320509335	0.48622629257726063	inf	nan	nan	nan	3.167055308027393e-08	6.829374881134474	0.2954526219928504	-0.3478350447307778	-0.032280223040912444
48	2.015615836291315e-08	6.495780748302687	0.48127404608977237	inf	nan	nan	nan	2.5657886894969173e-08	6.751828371655807	0.2897083634564008	-0.3190958113775621	-0.02788035956512975
49	1.4586184463945698e-08	6.508291861609855	0.47634042190527115	inf	nan	nan	nan	1.522345848139836e-08	6.880948404366958	0.3027243381079398	-0.37173039616489234	-0.03566858587110803
50	1.0559682553663433e-08	6.520410794460484	0.4714245945419675	-inf	nan	nan	nan	1.3384440878580922e-08	6.760892068798837	0.2852226911974856	-0.3126714309784771	-0.026796847361913036
51	7.647708105474837e-09	6.53215101497203	0.46652612334112453	-inf	nan	nan	nan	9.654299696954622e-09	6.765641197816561	0.2834652074664013	-0.3098827842880978	-0.02634848424710436
52	5.540881336921405e-09	6.543524461772359	0.46164496447165965	-inf	nan	nan	nan	7.142276117201004e-09	6.583480599629624	0.2783732652652474	0.4088852091366434	-0.39547584633581756
53	4.015957018126658e-09	6.554541653725304	0.4567814779293313	inf	nan	nan	nan	-inf	nan	nan	nan	nan
54	2.9117703385437266e-09	6.565211826787623	0.4519365111422593	inf	nan	nan	nan	3.6530705103321e-09	6.693769386914296	-0.1857064232484344	1.1775666737934374	-0.17149509820146522
55	2.111921979476334e-09	6.575543027607491	0.4471113517687262	inf	nan	nan	nan	2.032840974373834e-09	6.929393952469962	0.30827718263528336	-0.38943636239030477	-0.03945380389613273
56	1.5323065637037608e-09	6.585542245816027	0.4423078285748706	-inf	nan	nan	nan	1.2890550044399887e-09	7.03640953486327	0.37479480201994725	-0.6814131175007441	-0.1135926837905045
57	1.1121269897845902e-09	6.595215546015526	0.4375282430704435	-inf	nan	nan	nan	1.3939996153105174e-09	6.802124368287178	-0.4945412745409371	1.0373794438190076	0.926968929373696
58	8.074159834556107e-10	6.6045681669206004	0.4327754313992498	1.0650465081166375e-09	6.678028099430145	0.11862982017187351	0.6983224184199757	-9.702007304687496e-10	7.221010138818247	0.14505521219233758	-0.8947495061717489	-0.6346361620546812
59	5.863639694688427e-10	6.613604728871858	0.42805273490515544	7.684751104340611e-10	6.712357195602196	-0.02743987584410018	0.9695425716668497	6.837083776951762e-10	6.81768861474489	0.28062336320391706	-0.2970343474114508	-0.024738246521083397
60	4.259477513839721e-10	6.622329359594449	0.4233639452770952	-inf	nan	nan	nan	inf	nan	nan	nan	nan
61	3.0949674659079466e-10	6.630745674043739	0.4187132762182573	-inf	nan	nan	nan	inf	nan	nan	nan	nan
62	2.2493518344461208e-10	6.63885730176758	0.4141053945925588	2.9233378947215216e-10	6.73187701875315	-0.040804597419708044	0.9813006275769225	-inf	nan	nan	nan	nan
63	1.6351218832143417e-10	6.646667658203453	0.40954570385754063	2.1271519379282822e-10	6.706914395958973	0.11981236814889656	0.6534414759583228	-inf	nan	nan	nan	nan
64	1.188845062800469e-10	6.654180690905132	0.40503838608972453	-inf	nan	nan	nan	-inf	nan	nan	nan	nan
65	8.64513307949952e-11	6.661399924057436	0.4005891863588892	inf	nan	nan	nan	6.52073807491684e-11	7.176420979265104	-0.405307399385016	-1.508618133020112	0.11489526231095142
66	6.287508786801297e-11	6.668330017674862	0.39620346927244104	7.680624030946369e-11	6.756578699988651	-0.013015525790228077	0.9219708882423632	inf	nan	nan	nan	nan
67	4.573359536596445e-11	6.674975844268677	0.39188607182991314	-inf	nan	nan	nan	4.6471936733354303e-08	7.948688686528198	0.21453886137846992	-0.8649996149317282	-0.690266367410132
68	3.3268313849791123e-11	6.6813424906499	0.38764214903122546	inf	nan	nan	nan	-inf	nan	nan	nan	nan
69	2.420226780839858e-11	6.687436745948721	0.383474652175032	inf	nan	nan	nan	2.481850912282844e-11	6.930027152126403	0.2859091826577641	-0.2993699328188333	-0.026066894992484723
