nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.0748217204362584	2.3451964436069116e-05	0.0001972465879133736	0.07425608465339098	2.4093738129726816e-05	0.00019009214174046327	0.001502305177558666	0.07425608465339098	2.4093738129726816e-05	0.00019009214174046327	0.001502305177558666	0.01189039112928587
1	0.14471756070542735	1.6458485369093396	0.329039274952699	0.1363809881796143	1.663217968235288	0.33451336741756754	-0.038437192024960695	0.10222370367107445	1.7930654263731785	0.16418870136235242	-0.09577077729482397	0.005059192983317473
2	0.059233061240276885	2.903480376381558	0.7152388408403386	0.059269102279230754	2.9429744781226392	0.7132408264663865	-0.05553176799438067	0.11301027232674231	2.5491837774482935	0.4148103761906614	-0.0414656393558485	-0.13416480032405187
3	0.045133311704141865	3.6717880062626387	0.8837156841782416	0.045211477287306207	3.635451261427505	0.8809914196546031	0.04068358581036083	0.04350168227176202	3.6119761765618095	0.9605379114472596	0.0956679036465697	-0.1699380055169683
4	0.03651341318892967	4.243478055660565	0.9826008144492957	0.03661447889538527	4.195080597108576	0.9779041112442343	0.04880878437148485	0.03538051114718706	4.16982445287063	1.0540649851915949	0.1013098161822063	-0.1417223591311757
5	0.03028795038772662	4.690523469877225	1.0399240962143221	0.030327552270550007	4.655110680998531	1.0375566977328856	0.03398718041167035	0.02916631431842546	4.634136973771899	1.1327983134673114	0.07703586426377124	-0.17008800529668627
6	0.025462495410125602	5.0522277202690375	1.0705263352558554	0.025464701254763772	5.041357161258683	1.0703501849811607	0.010129253189195438	0.02433361121937878	5.033536531992828	1.1894749723416607	0.02635746647937939	-0.21393121535254456
7	0.021582859464960295	5.351742871269895	1.08327146194552	0.02158939796850593	5.370067858305756	1.0826953348892308	-0.016874561227264294	0.020505233842768318	5.3842176513491635	1.2229657324356569	-0.04811448380052066	-0.2630914375179014
8	0.018391960577374862	5.60414308277461	1.083942629301259	0.018432340328472574	5.651908056914433	1.0797983309898753	-0.04349042120457558	0.017422332959849993	5.694684115401165	1.2332228238103053	-0.1401936943677855	-0.3101800883316169
9	0.015729176825030642	5.819649827712891	1.0764580965534674	0.18709369237888368	7.576180743932078	0.23134894083588553	-0.05156818582220676	0.014904417045179901	5.969997570299107	1.2216328863757837	-0.2403560522999852	-0.3484608563501172
10	0.013484570306794157	6.005458404312547	1.0635689074627739	0.0136228660883371	6.1018916891432395	1.045573203589439	-0.0884134545518529	0.012822036509325459	6.213819002745803	1.1911079533101456	-0.33765627429265366	-0.3726867072925425
11	0.011578242486717441	6.167159412790657	1.0471667254693977	0.03537137506114956	2.8508389280811395	0.12995895068527524	-0.10428636598259113	0.011083180551804616	6.428666225816715	1.145892403204757	-0.4226260008061934	-0.3810347275335054
