nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.5126573720994005	1.654421732943947e-08	6.617662839053204e-08	0.5126573710751171	5.870528729801095e-10	2.3482029428898474e-09	4.269448459726935e-10	0.5126573710768271	5.870528729801095e-10	2.3482029428898474e-09	4.269448459726935e-10	2.7324412751343865e-10
1	0.33593438987723234	1.6412276694040122	0.11549381828163752	0.3217608166443207	1.6593293523366228	0.11673953171896784	-0.004126955751136401	0.26674022321343105	1.699297138990782	0.15593660506701224	-0.01808167304493418	-0.004859716336830729
2	0.074562316068155	2.506448229972273	0.39377021585307753	0.07531952206887477	2.4576575039278383	0.38123729643542775	0.03842805211196461	0.07082140559955985	2.418776498062115	0.46954454653825367	0.12948953553582376	-0.04228774047595945
3	0.03407318655708525	2.9255161108873207	0.4442113289502676	0.03409951201445468	2.913919892093875	0.44337336140638106	0.010034188035078993	0.03226918337404886	2.949372519001933	0.6203542295049792	-0.06603944404748976	-0.19419772211098554
4	0.01768697406243465	3.210244397518162	0.4245669937253897	0.018352280547229607	3.2955098850767532	0.38475482472878036	-0.05968732130953636	0.017598966955709006	3.3886505294586478	0.46308833148930334	-0.3785229130761433	-0.11588704687429736
5	0.00995622561651306	3.4151912668679127	0.3700635873021791	0.010841124996170983	3.506266790261866	0.2987843019126619	-0.05096524798328414	0.009583429168103917	3.7415671041991385	0.1676694220587285	-0.1575555761089505	-0.014965660160613646
6	0.0059788949349371045	3.5607832580729792	0.29919038672337067	0.0064749974335802304	3.6262373108707284	0.24075583315823115	-0.036203400994677566	0.006309034819982536	3.719091458113385	0.1932453816166149	-0.08891200624849324	-0.007486392933097699
7	0.003732559713922358	3.6523761580118497	0.23299702653551094	0.003855531464266543	3.7011345478258315	0.20040828539911232	-0.026172819397265106	-33.764351214827165	3.7975676848989184	0.07929437200367177	-0.13096621974413342	-0.0021270830351433857
8	0.0023202186503976712	3.70271227549284	0.1864356256923527	0.0022819972905485705	3.749597521652138	0.17135881620439852	-0.019740278279496728	0.0017082461746501963	4.343708114651904	0.2561204676672908	-0.8892251021713702	-0.19745682023401148
9	0.0014134515501146563	3.7313991949891543	0.15597153952377282	0.001341102447149285	3.783197243246716	0.14892478089179628	-0.01478660060339044	inf	nan	nan	nan	nan
