nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.7936119441653589	0.0	0.0	0.7936119441653589	0.0	0.0	0.0	0.7936119441653589	0.0	0.0	0.0	0.0
1	0.21944237362984523	1.450556651213884	0.1238322853908677	0.23357624360425483	1.450553080845188	0.11605157073897408	0.0009647248967146425	0.17696003508711433	1.4294591718773573	0.16960133858188317	0.008763128428223587	-0.005764624074806025
2	0.019799865876534775	1.9463759100247955	0.4632721087576674	0.01987112916871526	1.9149337138958147	0.45848226800291647	0.0281039643094407	0.018610358705292342	1.8883457213459243	0.688127722086825	0.24695498140713512	-0.34512643267353993
3	0.00418448355360752	2.243962338405124	0.5078090628754359	0.0041900836510200025	2.2635483485283188	0.5059034517881302	-0.019827303473203977	0.00390654873263411	2.2436527464781144	0.7220687691723522	0.0037808841253553233	-0.2420930799086912
4	0.0009853121190481228	2.434051876530865	0.49540615420057094	0.000987395209668996	2.46224876062418	0.4919879039968755	-0.027902075295471444	0.0009299085307449592	2.4732529560770575	0.6471851179725531	-0.09451121626480201	-0.1244616541073626
5	0.00024260296592131222	2.5682405633956513	0.47361292498908447	0.0002426950800501064	2.5870730510748943	0.4725736720115275	-0.017997732896926837	0.00023100825371812734	2.607808992165405	0.5873231304919214	-0.07572153322877818	-0.07443288496163263
6	6.090771139429491e-05	2.6705008429516264	0.4564917291339708	6.0893678007576224e-05	2.6753438462452763	0.45662508130462626	-0.0044640382271161575	5.796288139889417e-05	2.7044300714187295	0.5703039558868302	-0.06245337716270235	-0.07357252307547783
7	1.5442787690301628e-05	2.753521831961943	0.4458017635481982	1.5452255270856472e-05	2.7470641990790288	0.44525059970027947	0.005745156877964063	1.4662223949157932e-05	2.7870612461549635	0.5716354086074861	-0.06497182300659382	-0.09003911512047635
8	3.9423137248282345e-06	2.824324389433008	0.4397494280733861	3.94704273684693e-06	2.8129777943705694	0.4386010380205103	0.009819695322757487	3.7439160723721767e-06	2.86131400061777	0.5757379983340677	-0.0774992805541713	-0.10977896519507288
9	1.012523381930993e-06	2.886877468934185	0.43624723920117175	1.0132256686669148e-06	2.8782196064169074	0.43559091714316367	0.007371376966647597	9.63648275570857e-07	2.9296238019078684	0.5792051948619956	-0.0980868730037497	-0.12939139123388527
10	2.615475660476183e-07	2.9434967970759924	0.433764564972888	2.615420468888493e-07	2.9442485032133687	0.4337791034735625	-0.0006336079886603226	2.496669418307245e-07	2.9938154653094866	0.580864763771778	-0.12635430104568407	-0.1472909100226834
11	6.792825177888857e-08	2.9955886214950835	0.43134409499220144	6.796797126907266e-08	3.010324334265628	0.430517827796387	-0.012260510791871052	6.505318179850922e-08	3.0556500265711906	0.5792813290510985	-0.1624220842453391	-0.1611902349607565
