nu	A2	M12	M22	A3	M13	M23	M33	A4	M14	M24	M34	M44
0	0.5167862798227062	1.398435611754685e-08	5.526928891699044e-08	0.5167862789393884	4.962190880419826e-10	1.9611683164093286e-09	3.533430768990891e-10	0.516786278940863	4.962190880419826e-10	1.9611683164093286e-09	3.533430768990891e-10	2.2458772779221422e-10
1	0.318695619967704	1.7206122784523197	0.1065629279650493	0.2820260506859785	1.7738816386471583	0.11011792173867184	-0.006993367449351733	0.2513188439161469	1.8782482356946566	0.1074876682860236	-0.003028206385635324	0.00016482389324161772
2	0.07954635678264706	2.5852974007672027	0.3395615156158161	0.08111963744716362	2.5484843021769397	0.3254086239605264	0.02887186988010519	0.07660105989207146	2.52680615818949	0.38846458574376524	0.07883929288001817	-0.0230061134203295
3	0.0364795691153671	2.9431241366536502	0.37477653626330953	0.036544796627671156	2.927394026594954	0.37325661779878655	0.010957804122397097	0.035495527494408076	2.9509747038250578	0.47601572379275714	-0.006510215297173444	-0.07898506088834409
4	0.019195750770065884	3.1612748718931645	0.3459079782957912	0.019721255752611435	3.219080381263189	0.325662155732581	-0.03358141515321852	0.019262723332529152	3.2372814535087797	0.39824737710279373	-0.12436500616446244	-0.04995571143184559
5	0.010710669558536312	3.304320282171273	0.3058479250646724	0.011627310799402848	3.375288983982449	0.25971875896163393	-0.03340081583070464	0.011226720698322186	3.398669275145131	0.3013290689120609	-0.10555223288482467	-0.02065222821174007
6	0.006196812224207262	3.4009127782886392	0.26636255014097426	0.007006992284875785	3.4593937269795245	0.21320403508447178	-0.02580518230078715	0.0066379950570463675	3.483049531928881	0.24217309410200633	-0.07319006154438296	-0.009827531142726236
7	0.0036767018950137373	3.465948158380214	0.23082280058030058	0.004254686698266832	3.508700592029675	0.18083422149269024	-0.019664951600924872	0.0038911622415618717	3.531214339228195	0.21009836429597734	-0.05403413719000549	-0.006013600493396099
8	0.002219109434042893	3.508787577820907	0.20054600882641258	0.0025921220081686737	3.539582328892194	0.15737736975409342	-0.015312259661093456	0.0022607803503779875	3.562902523907434	0.1914009956576	-0.04303787130922418	-0.0044195312756196425
9	0.0013533155812467214	3.536483949779841	0.17578900468330913	0.0015577974191124128	3.559964135449665	0.142088104973664	-0.012371969513152316	0.0013057245506576508	3.586204518693282	0.17965407347276527	-0.03628778333085914	-0.003668070221277504
10	0.000828229515928657	3.5545619104860178	0.15629617635992557	0.0009115064325919461	3.5742774116544065	0.13451397678908653	-0.010216890388417693	0.0007512850419707281	3.604824736780255	0.17191828029583336	-0.031904589862742964	-0.003305914613605411
11	0.0005036350599282165	3.5672962097010283	0.14200655349771582	0.0005299593491329003	3.585345317653531	0.12955003347365932	-0.00840714697417333	0.00043138790285884095	3.6206442367422498	0.16662519304639214	-0.028924323930003132	-0.003146791338469029
12	0.0003016163482129999	3.5777173027325335	0.13251316187773074	0.00030783558288279987	3.594597638289133	0.12561422855595378	-0.006919231853965967	0.0002475169572244357	3.6346662144480106	0.16286515256781994	-0.026814466815731203	-0.003101507026674197
13	0.00017772195682942742	3.587394399457319	0.1266174738839489	0.00017847815214927656	3.6028184275329296	0.12253858481909884	-0.005711337542267004	0.00014203415995733292	3.6474464313548576	0.16009655361908584	-0.02526607145899363	-0.0031237114691971316
14	0.00010350122969883513	3.5968424493947513	0.12298209300193325	0.00010311749736253041	3.6107364584519392	0.12030505686149734	-0.004779657132637288	8.155834297147485e-05	3.6592918683871156	0.15799572036027829	-0.024087417252888346	-0.0031888508888064226
15	5.987634021888609e-05	3.606128980991968	0.12062991184951306	5.9306058613166374e-05	3.6190751290026912	0.11884555238310668	-0.00416371620318757	4.688136563356862e-05	3.670321088304376	0.15638500299620978	-0.023138722667260924	-0.0032877815182612282
16	3.453022194892329e-05	3.615209224370691	0.1189735913436365	3.396821068675672e-05	3.628250861242546	0.1179756666073182	-0.0038753934853723174	2.6997948850796476e-05	3.68017001629774	0.1552950249320497	-0.02221872329494307	-0.003452389039100582
17	1.9891225329631987e-05	3.6240392353171753	0.11769023873781385	1.940540634001311e-05	3.6382075158302887	0.1174671582969509	-0.003850619078560419	1.5600152450576742e-05	3.687812824533043	0.15500642585889032	-0.021006876241586522	-0.003785894944130184
18	1.1457823862650922e-05	3.6325976745605724	0.11660914811665961	1.1074827589083505e-05	3.648666947020136	0.1171359683254324	-0.0039968798970882345	9.02878577111138e-06	3.6947109560569027	0.15498317893183244	-0.019853764202406414	-0.004176948178412878
